week_ending_date,created_date,report_year,report_month,narrative,advanced_skim_milk_class_2_Price,butterfat_Price,nonfat_solids_Price,protein_Price,other_solids_Price,somatic_cell_adjustment_Rate,butter_monthly_avg_Price,nfdm_monthly_avg_Price,cheese_monthly_avg_Price,cheese_monthly_40p_Price,cheese_monthly_500p_Price,whey_monthly_avg_Price,report_title,slug_name,slug_id,office_name,office_code,office_city,office_state,market_location_name,market_location_city,market_location_state,market_type,market_type_category,published_date,year,period,data_item,value,category,unit
11/25/2017,11/29/2017,2017,Nov,,6.58,2.5546,0.5816,2.3412,0.1644,0.00088,2.2810,0.7553,1.7617,,,0.3587,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/29/2017 13:05:28,2017,2017-NOV,class_4_Price,13.99,lmprs,
10/28/2017,11/01/2017,2017,Oct,,6.84,2.6646,0.6357,2.1084,0.1853,0.00086,2.3718,0.8099,1.7254,,,0.3790,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/01/2017 13:05:31,2017,2017-OCT,class_4_Price,14.85,lmprs,
09/30/2017,10/04/2017,2017,Sep,,7.03,2.8559,0.6753,1.6988,0.2241,0.00083,2.5298,0.8499,1.6608,,,0.4167,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/04/2017 13:07:11,2017,2017-SEP,class_4_Price,15.86,lmprs,
08/26/2017,08/30/2017,2017,Aug,,7.25,3.0109,0.6984,1.5536,0.2425,0.00083,2.6578,0.8733,1.6664,,,0.4345,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/30/2017 13:07:16,2017,2017-AUG,class_4_Price,16.61,lmprs,
07/29/2017,08/02/2017,2017,Jul,,7.41,2.9456,0.7240,1.2248,0.2599,0.00077,2.6039,0.8991,1.5430,,,0.4514,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/02/2017 13:18:44,2017,2017-JUL,class_4_Price,16.60,lmprs,
06/24/2017,06/28/2017,2017,Jun,,6.89,2.7066,0.7384,1.7545,0.3014,0.00081,2.4065,0.9137,1.6293,,,0.4917,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/28/2017 13:03:02,2017,2017-JUN,class_4_Price,15.89,lmprs,
05/27/2017,06/01/2017,2017,May,,6.60,2.4134,0.6956,1.7723,0.3196,0.00077,2.1644,0.8704,1.5390,,,0.5094,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/01/2017 13:05:29,2017,2017-MAY,class_4_Price,14.49,lmprs,
04/29/2017,05/03/2017,2017,Apr,,6.78,2.3548,0.6641,1.6955,0.3350,0.00075,2.1160,0.8386,1.4960,,,0.5243,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/03/2017 13:05:57,2017,2017-APR,class_4_Price,14.01,lmprs,
04/01/2017,04/05/2017,2017,Mar,,8.00,2.4176,0.6747,1.8198,0.3345,0.00078,2.1679,0.8493,1.5551,,,0.5239,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/05/2017 13:05:00,2017,2017-MAR,class_4_Price,14.32,lmprs,
02/25/2017,03/01/2017,2017,Feb,,8.29,2.4274,0.8166,2.2348,0.2990,0.00084,2.1760,0.9926,1.6871,,,0.4894,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/01/2017 13:01:16,2017,2017-FEB,class_4_Price,15.59,lmprs,
01/28/2017,02/01/2017,2017,Jan,,7.77,2.5253,0.8465,2.1768,0.2503,0.00085,2.2568,1.0229,1.7011,,,0.4421,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/01/2017 13:06:58,2017,2017-JAN,class_4_Price,16.19,lmprs,
12/31/2016,01/05/2017,2016,Dec,,7.32,2.3354,0.7822,2.6922,0.2063,0.00090,2.1000,0.9579,1.7990,,,0.3994,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/05/2017 12:55:11,2016,2016-DEC,class_4_Price,14.97,lmprs,
11/26/2016,11/30/2016,2016,Nov,,7.47,2.1044,0.7367,2.8085,0.1750,0.00088,1.9092,0.9119,1.7596,,,0.3690,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/30/2016 13:04:41,2016,2016-NOV,class_4_Price,13.76,lmprs,
10/29/2016,11/02/2016,2016,Oct,,7.14,2.0493,0.7469,2.2975,0.1351,0.00079,1.8637,0.9222,1.5830,,,0.3303,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/02/2016 13:47:24,2016,2016-OCT,class_4_Price,13.66,lmprs,
10/01/2016,10/05/2016,2016,Sep,,6.79,2.3082,0.7097,2.5675,0.1096,0.00088,2.0775,0.8847,1.7514,,,0.3055,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/05/2016 13:04:16,2016,2016-SEP,class_4_Price,14.25,lmprs,
08/27/2016,08/31/2016,2016,Aug,,6.71,2.4873,0.6841,2.5738,0.0881,0.00091,2.2254,0.8588,1.8119,,,0.2846,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/31/2016 13:03:02,2016,2016-AUG,class_4_Price,14.65,lmprs,
07/30/2016,08/03/2016,2016,Jul,,6.27,2.5964,0.6618,1.9112,0.0774,0.00082,2.3155,0.8363,1.6419,,,0.2742,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/03/2016 13:09:56,2016,2016-JUL,class_4_Price,14.84,lmprs,
06/25/2016,06/29/2016,2016,Jun,,5.86,2.4109,0.6148,1.4807,0.0628,0.00072,2.1623,0.7888,1.4477,,,0.2601,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/29/2016 13:03:34,2016,2016-JUN,class_4_Price,13.77,lmprs,
05/28/2016,06/02/2016,2016,May,,5.71,2.2846,0.5870,1.4935,0.0529,0.00071,2.0580,0.7607,1.4104,,,0.2505,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/02/2016 13:14:45,2016,2016-MAY,class_4_Price,13.09,lmprs,
04/30/2016,05/04/2016,2016,Apr,,5.89,2.2376,0.5573,1.8450,0.0489,0.00075,2.0192,0.7307,1.5041,,,0.2466,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/04/2016 13:07:06,2016,2016-APR,class_4_Price,12.68,lmprs,
03/26/2016,03/30/2016,2016,Mar,,6.05,2.2028,0.5786,1.9206,0.0501,0.00076,1.9905,0.7522,1.5162,,,0.2477,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2016 13:05:26,2016,2016-MAR,class_4_Price,12.74,lmprs,
02/27/2016,03/02/2016,2016,Feb,,6.17,2.3778,0.5951,1.7389,0.0492,0.00076,2.1350,0.7689,1.5170,,,0.2469,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/02/2016 13:14:46,2016,2016-FEB,class_4_Price,13.49,lmprs,
01/30/2016,02/03/2016,2016,Jan,,6.31,2.3062,0.6037,1.8169,0.0371,0.00076,2.0759,0.7776,1.5178,,,0.2351,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/03/2016 13:05:06,2016,2016-JAN,class_4_Price,13.31,lmprs,
12/26/2015,12/30/2015,2015,Dec,,6.75,2.9057,0.6153,1.3599,0.0355,0.00079,2.5709,0.7893,1.5719,,,0.2336,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/30/2015 13:04:22,2015,2015-DEC,class_4_Price,15.52,lmprs,
11/28/2015,12/02/2015,2015,Nov,,7.35,3.1830,0.6627,1.3205,0.0361,0.00083,2.7999,0.8372,1.6503,,,0.2341,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/02/2015 13:11:34,2015,2015-NOV,class_4_Price,16.89,lmprs,
10/31/2015,11/04/2015,2015,Oct,,6.46,2.9087,0.7200,1.7019,0.0328,0.00084,2.5734,0.8951,1.6790,,,0.2309,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/04/2015 13:33:23,2015,2015-OCT,class_4_Price,16.43,lmprs,
09/26/2015,09/30/2015,2015,Sep,,5.91,2.7531,0.6266,1.9801,0.0465,0.00086,2.4449,0.8007,1.7145,,,0.2442,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/30/2015 13:06:29,2015,2015-SEP,class_4_Price,15.08,lmprs,
08/29/2015,09/02/2015,2015,Aug,,6.82,2.2674,0.5707,2.5692,0.1151,0.00087,2.0438,0.7443,1.7386,,,0.3108,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/02/2015 13:02:58,2015,2015-AUG,class_4_Price,12.90,lmprs,
08/01/2015,08/05/2015,2015,Jul,,7.55,2.1125,0.6621,2.6070,0.2004,0.00085,1.9159,0.8366,1.6997,,,0.3937,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/05/2015 13:00:39,2015,2015-JUL,class_4_Price,13.15,lmprs,
06/27/2015,07/01/2015,2015,Jun,,7.66,2.1011,0.7529,2.6915,0.2322,0.00086,1.9065,0.9283,1.7222,,,0.4245,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/01/2015 13:32:09,2015,2015-JUN,class_4_Price,13.90,lmprs,
05/30/2015,06/03/2015,2015,May,,7.85,2.0599,0.7708,2.5206,0.2533,0.00083,1.8725,0.9464,1.6557,,,0.4450,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/03/2015 13:18:15,2015,2015-MAY,class_4_Price,13.91,lmprs,
04/25/2015,04/29/2015,2015,Apr,,8.63,1.8940,0.7926,2.5551,0.2698,0.00081,1.7355,0.9684,1.6122,,,0.4610,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/29/2015 13:10:22,2015,2015-APR,class_4_Price,13.51,lmprs,
03/28/2015,04/01/2015,2015,Mar,,8.31,1.8444,0.8454,2.4875,0.2918,0.00079,1.6945,1.0217,1.5750,,,0.4824,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/01/2015 13:31:23,2015,2015-MAR,class_4_Price,13.80,lmprs,
02/28/2015,03/04/2015,2015,Feb,,8.34,1.8296,0.8544,2.4051,0.3273,0.00077,1.6823,1.0308,1.5446,,,0.5169,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/04/2015 13:02:40,2015,2015-FEB,class_4_Price,13.82,lmprs,
01/31/2015,02/04/2015,2015,Jan,,10.63,1.6855,0.8439,2.6731,0.4001,0.00079,1.5633,1.0202,1.5807,,,0.5875,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/04/2015 13:08:32,2015,2015-JAN,class_4_Price,13.23,lmprs,
12/27/2014,12/31/2014,2014,Dec,,12.14,2.0991,1.0767,2.7387,0.3996,0.00087,1.9049,1.2554,1.7362,,,0.5871,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/31/2014 13:28:06,2014,2014-DEC,class_4_Price,16.70,lmprs,
11/29/2014,12/03/2014,2014,Nov,,12.62,2.2011,1.2102,3.9018,0.4505,0.00107,1.9891,1.3902,2.1305,,,0.6365,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/03/2014 13:13:21,2014,2014-NOV,class_4_Price,18.21,lmprs,
11/01/2014,11/05/2014,2014,Oct,,12.36,2.8507,1.3090,3.7362,0.4670,0.00115,2.5255,1.4900,2.2914,,,0.6525,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,11/05/2014 13:49:38,2014,2014-OCT,class_4_Price,21.35,lmprs,
09/27/2014,10/01/2014,2014,Sep,,15.26,3.2467,1.2910,3.4991,0.4876,0.00117,2.8525,1.4718,2.3472,,,0.6725,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/01/2014 13:37:58,2014,2014-SEP,class_4_Price,22.58,lmprs,
08/30/2014,09/04/2014,2014,Aug,,15.92,2.8448,1.6047,3.1496,0.5036,0.00105,2.5206,1.7887,2.1074,,,0.6880,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/04/2014 13:52:02,2014,2014-AUG,class_4_Price,23.89,lmprs,
07/26/2014,07/30/2014,2014,Jul,,15.71,2.6349,1.6770,3.1798,0.5046,0.00102,2.3473,1.8617,2.0482,,,0.6890,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/30/2014 13:22:12,2014,2014-JUL,class_4_Price,23.78,lmprs,
06/28/2014,07/02/2014,2014,Jun,,15.93,2.4413,1.6785,3.3437,0.4942,0.00102,2.1874,1.8633,2.0358,,,0.6789,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/02/2014 13:05:55,2014,2014-JUN,class_4_Price,23.13,lmprs,
05/31/2014,06/04/2014,2014,May,,17.06,2.2721,1.6919,3.9553,0.4897,0.00109,2.0477,1.8768,2.1703,,,0.6745,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/04/2014 13:47:22,2014,2014-MAY,class_4_Price,22.65,lmprs,
04/26/2014,04/30/2014,2014,Apr,,17.92,2.1207,1.8328,4.7089,0.4926,0.00118,1.9227,2.0191,2.3547,,,0.6774,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/30/2014 14:03:41,2014,2014-APR,class_4_Price,23.34,lmprs,
03/29/2014,04/02/2014,2014,Mar,,17.67,2.0402,1.9027,4.5172,0.4700,0.00113,1.8562,2.0897,2.2689,,,0.6554,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/02/2014 13:03:12,2014,2014-MAR,class_4_Price,23.66,lmprs,
03/01/2014,03/05/2014,2014,Feb,,17.27,2.0109,1.8914,4.6044,0.4453,0.00114,1.8320,2.0783,2.2864,,,0.6314,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/05/2014 13:32:06,2014,2014-FEB,class_4_Price,23.46,lmprs,
02/01/2014,02/05/2014,2014,Jan,,16.51,1.7874,1.8470,4.1870,0.4155,0.00104,1.6475,2.0335,2.0838,,,0.6025,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/05/2014 13:33:25,2014,2014-JAN,class_4_Price,22.29,lmprs,
12/28/2013,01/02/2014,2013,Dec,,16.01,1.7672,1.7680,3.5390,0.3826,0.00094,1.6308,1.9537,1.8761,,,0.5706,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/02/2014 13:04:33,2013,2013-DEC,class_4_Price,21.54,lmprs,
11/30/2013,12/04/2013,2013,Nov,,15.56,1.6336,1.7042,3.6316,0.3955,0.00093,1.5205,1.8892,1.8612,,,0.5831,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/04/2013 13:42:24,2013,2013-NOV,class_4_Price,20.52,lmprs,
10/26/2013,10/30/2013,2013,Oct,,15.25,1.6638,1.6521,3.4107,0.3852,0.00090,1.5454,1.8366,1.8025,,,0.5731,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/30/2013 13:29:32,2013,2013-OCT,class_4_Price,20.17,lmprs,
09/28/2013,10/18/2013,2013,Sep,,14.96,1.5196,1.6243,3.5419,0.3914,0.00090,1.4263,1.8085,1.7961,,,0.5791,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/18/2013 10:41:45,2013,2013-SEP,class_4_Price,19.43,lmprs,
08/31/2013,09/05/2013,2013,Aug,,14.47,1.5104,1.5868,3.4775,0.3901,0.00089,1.4187,1.7706,1.7731,,,0.5778,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,09/05/2013 13:06:42,2013,2013-AUG,class_4_Price,19.07,lmprs,
07/27/2013,07/31/2013,2013,Jul,,14.20,1.5693,1.5438,3.2257,0.3927,0.00086,1.4674,1.7272,1.7142,,,0.5804,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/31/2013 13:04:38,2013,2013-JUL,class_4_Price,18.90,lmprs,
06/29/2013,07/03/2013,2013,Jun,,13.79,1.6599,1.5048,3.3455,0.3859,0.00089,1.5422,1.6878,1.7810,,,0.5738,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/03/2013 13:07:05,2013,2013-JUN,class_4_Price,18.88,lmprs,
06/01/2013,06/05/2013,2013,May,,12.59,1.7884,1.4549,3.3597,0.3887,0.00091,1.6483,1.6374,1.8274,,,0.5765,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,06/05/2013 13:37:51,2013,2013-MAY,class_4_Price,18.89,lmprs,
04/27/2013,05/01/2013,2013,Apr,,12.77,1.8227,1.3498,3.0130,0.3863,0.00087,1.6766,1.5312,1.7310,,,0.5741,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/01/2013 13:31:51,2013,2013-APR,class_4_Price,18.10,lmprs,
03/30/2013,04/03/2013,2013,Mar,,13.14,1.7476,1.3395,2.8204,0.4179,0.00082,1.6146,1.5208,1.6467,,,0.6048,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/03/2013 13:36:29,2013,2013-MAR,class_4_Price,17.75,lmprs,
02/23/2013,02/27/2013,2013,Feb,,13.11,1.6619,1.3742,2.9609,0.4534,0.00083,1.5438,1.5559,1.6623,,,0.6393,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,02/27/2013 13:03:22,2013,2013-FEB,class_4_Price,17.75,lmprs,
01/26/2013,01/30/2013,2013,Jan,,12.96,1.6168,1.3784,3.2862,0.4647,0.00087,1.5066,1.5601,1.7485,,,0.6503,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/30/2013 13:50:34,2013,2013-JAN,class_4_Price,17.63,lmprs,
12/29/2012,01/03/2013,2012,Dec,,12.67,1.7276,1.3569,3.3113,0.4758,0.00090,1.5981,1.5384,1.7925,,,0.6610,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,01/03/2013 13:44:27,2012,2012-DEC,class_4_Price,17.83,lmprs,
12/01/2012,12/05/2012,2012,Nov,,12.13,2.0218,1.3330,3.7172,0.4624,0.00101,1.8410,1.5143,2.0146,,,0.6480,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,12/05/2012 13:44:59,2012,2012-NOV,class_4_Price,18.66,lmprs,
10/27/2012,10/31/2012,2012,Oct,,11.42,2.1136,1.2828,3.7278,0.4340,0.00102,1.9168,1.4636,2.0479,,,0.6205,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/31/2012 13:24:09,2012,2012-OCT,class_4_Price,18.54,lmprs,
09/29/2012,10/03/2012,2012,Sep,,10.36,2.0047,1.1969,3.2521,0.3971,0.00093,1.8269,1.3768,1.8647,,,0.5846,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,10/03/2012 13:08:44,2012,2012-SEP,class_4_Price,17.41,lmprs,
08/25/2012,08/29/2012,2012,Aug,,9.53,1.8339,1.0756,3.1211,0.3462,0.00088,1.6859,1.2543,1.7682,,,0.5352,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/29/2012 13:03:29,2012,2012-AUG,class_4_Price,15.76,lmprs,
07/28/2012,08/01/2012,2012,Jul,,9.01,1.6556,0.9965,3.0430,0.3123,0.00084,1.5386,1.1744,1.6857,,,0.5023,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,08/01/2012 13:30:51,2012,2012-JUL,class_4_Price,14.45,lmprs,
06/30/2012,07/05/2012,2012,Jun,,9.42,1.4866,0.9252,2.8952,0.3113,0.00079,1.3991,1.1023,1.5846,,,0.5013,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,07/05/2012 13:47:57,2012,2012-JUN,class_4_Price,13.24,lmprs,
05/26/2012,05/31/2012,2012,May,,10.47,1.4462,0.9774,2.7344,0.3500,0.00076,1.3657,1.1551,1.5215,,,0.5389,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/31/2012 13:26:26,2012,2012-MAY,class_4_Price,13.55,lmprs,
04/28/2012,05/02/2012,2012,Apr,,11.09,1.5645,1.0728,2.6568,0.4048,0.00077,1.4634,1.2514,1.5361,,,0.5921,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/02/2012 13:55:44,2012,2012-APR,class_4_Price,14.80,lmprs,
03/24/2012,04/02/2012,2012,Mar,,,,,,0.0000,,,,,,,,Announcement of Class and Component Prices (PDF),DYMCLASSPRICES,2991,Dairy MMR,DY-WA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,04/02/2012 09:28:22,2012,2012-MAR,class_4_Price,,lmprs,
