report_month,report_year,narrative,Pool_Order_Name,Pool_order_No,total,report_title,slug_name,slug_id,office_name,office_code,office_city,office_state,market_location_name,market_location_city,market_location_state,market_type,market_type_category,published_date,year,period,value,data_item,category,unit
Dec,2010,,All Markets Combined,,260,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:14:00,2010,2010-JAN,262,component,lmprs,
Dec,2010,,Mideast,33.0,288,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:14:00,2010,2010-JAN,285,component,lmprs,
Dec,2010,,Central,32.0,256,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:14:00,2010,2010-JAN,264,component,lmprs,
Dec,2010,,Southwest,126.0,242,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:14:00,2010,2010-JAN,244,component,lmprs,
Dec,2010,,Upper Midwest,30.0,255,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:14:00,2010,2010-JAN,253,component,lmprs,
Dec,2011,,Upper Midwest,30.0,243,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:14:00,2011,2011-JAN,240,component,lmprs,
Dec,2011,,Southwest,126.0,203,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:14:00,2011,2011-JAN,187,component,lmprs,
Dec,2011,,Central,32.0,233,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:14:00,2011,2011-JAN,224,component,lmprs,
Dec,2011,,Mideast,33.0,224,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:14:00,2011,2011-JAN,203,component,lmprs,
Dec,2011,,All Markets Combined,,226,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:14:00,2011,2011-JAN,214,component,lmprs,
Dec,2012,,All Markets Combined,,212,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2012,2012-JAN,219,component,lmprs,
Dec,2012,,Mideast,33.0,199,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2012,2012-JAN,195,component,lmprs,
Dec,2012,,Central,32.0,219,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2012,2012-JAN,218,component,lmprs,
Dec,2012,,Southwest,126.0,210,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2012,2012-JAN,252,component,lmprs,
Dec,2012,,Upper Midwest,30.0,220,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2012,2012-JAN,212,component,lmprs,
Dec,2013,,Upper Midwest,30.0,224,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2013,2013-JAN,226,component,lmprs,
Dec,2013,,Southwest,126.0,197,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2013,2013-JAN,198,component,lmprs,
Dec,2013,,Mideast,33.0,197,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2013,2013-JAN,186,component,lmprs,
Dec,2013,,All Markets Combined,,210,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2013,2013-JAN,206,component,lmprs,
Dec,2013,,Central,32.0,221,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2013,2013-JAN,213,component,lmprs,
Dec,2014,,Central,32.0,222,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2014,2014-JAN,213,component,lmprs,
Dec,2014,,All Markets Combined,,211,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2014,2014-JAN,214,component,lmprs,
Dec,2014,,Mideast,33.0,195,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2014,2014-JAN,177,component,lmprs,
Dec,2014,,Southwest,126.0,209,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2014,2014-JAN,243,component,lmprs,
Dec,2014,,Upper Midwest,30.0,217,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:13:00,2014,2014-JAN,222,component,lmprs,
Dec,2015,,Upper Midwest,30.0,202,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:12:00,2015,2015-JAN,199,component,lmprs,
Dec,2015,,Southwest,126.0,250,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:12:00,2015,2015-JAN,256,component,lmprs,
Dec,2015,,Mideast,33.0,194,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:12:00,2015,2015-JAN,180,component,lmprs,
Dec,2015,,All Markets Combined,,218,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:12:00,2015,2015-JAN,215,component,lmprs,
Dec,2015,,Central,32.0,224,Producer Milk Components,AMS_3462,3462,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,03/30/2021 14:12:00,2015,2015-JAN,225,component,lmprs,
